timestamp,open,high,low,close,volume
2026-01-14 19:30:00+00:00,0.239812,0.240296,0.237634,0.23824,604334.42197587
2026-01-14 19:45:00+00:00,0.238175,0.238399,0.237141,0.237221,263268.77155102
2026-01-14 20:00:00+00:00,0.237173,0.239055,0.237007,0.238161,784973.04432844
2026-01-14 20:15:00+00:00,0.238109,0.238109,0.236486,0.236742,300968.29764102
2026-01-14 20:30:00+00:00,0.23685,0.237696,0.236835,0.236909,346920.01649906
2026-01-14 20:45:00+00:00,0.236869,0.237165,0.236141,0.237016,449491.37291291
2026-01-14 21:00:00+00:00,0.236979,0.237724,0.236867,0.237064,379622.42841529
2026-01-14 21:15:00+00:00,0.237058,0.238556,0.236662,0.238112,657397.45042442
2026-01-14 21:30:00+00:00,0.23808,0.238605,0.237895,0.237967,185263.71738978
2026-01-14 21:45:00+00:00,0.237984,0.238233,0.236967,0.237923,290194.38455777
2026-01-14 22:00:00+00:00,0.23789,0.238019,0.23717,0.2375,398333.25107837
2026-01-14 22:15:00+00:00,0.237494,0.237588,0.23601,0.23601,1681270.5810007
2026-01-14 22:30:00+00:00,0.236,0.236205,0.235335,0.235633,720423.6407886
2026-01-14 22:45:00+00:00,0.235648,0.236742,0.235567,0.235989,395487.31489339
2026-01-14 23:00:00+00:00,0.235981,0.237225,0.235813,0.23706,248189.90492517
2026-01-14 23:15:00+00:00,0.237083,0.237467,0.23575,0.23579,421238.90330654
2026-01-14 23:30:00+00:00,0.235967,0.236167,0.235724,0.236078,116695.43984528
2026-01-14 23:45:00+00:00,0.236089,0.236608,0.236014,0.236195,258584.33334424
2026-01-15 00:00:00+00:00,0.236196,0.236508,0.23545,0.236131,296473.61609293
2026-01-15 00:15:00+00:00,0.236104,0.23619,0.235139,0.235403,681430.96898115
2026-01-15 00:30:00+00:00,0.235455,0.235623,0.233971,0.234616,961084.44114145
2026-01-15 00:45:00+00:00,0.234616,0.234665,0.23368,0.234369,434888.71450851
2026-01-15 01:00:00+00:00,0.234369,0.235294,0.234369,0.234546,200490.26685307
2026-01-15 01:15:00+00:00,0.234546,0.234723,0.233516,0.234,725220.2584475
2026-01-15 01:30:00+00:00,0.233934,0.234433,0.233041,0.234033,2210585.5037004
2026-01-15 01:45:00+00:00,0.234,0.234144,0.233458,0.233738,814210.75297999
2026-01-15 02:00:00+00:00,0.233564,0.234146,0.233192,0.233301,429400.77571619
2026-01-15 02:15:00+00:00,0.233261,0.234142,0.233073,0.23359,205738.45982854
2026-01-15 02:30:00+00:00,0.233578,0.234172,0.232473,0.233167,206242.30727278
2026-01-15 02:45:00+00:00,0.233114,0.233189,0.231873,0.232113,342866.15923821
2026-01-15 03:00:00+00:00,0.232126,0.232524,0.231774,0.23192,853629.55378705
2026-01-15 03:15:00+00:00,0.231978,0.232381,0.229803,0.229814,520056.56097616
2026-01-15 03:30:00+00:00,0.229803,0.230293,0.229263,0.229833,1399401.50909724
2026-01-15 03:45:00+00:00,0.229728,0.230357,0.229535,0.229975,545370.98666415
2026-01-15 04:00:00+00:00,0.229978,0.231203,0.229829,0.230667,1228014.62728785
2026-01-15 04:15:00+00:00,0.230667,0.231423,0.230238,0.230705,212621.60810035
2026-01-15 04:30:00+00:00,0.230656,0.231191,0.230455,0.230813,223010.2168639
2026-01-15 04:45:00+00:00,0.23083,0.231095,0.230328,0.230991,229332.99417332
2026-01-15 05:00:00+00:00,0.230865,0.231589,0.230679,0.231052,476395.97286445
2026-01-15 05:15:00+00:00,0.230894,0.23119,0.230568,0.230568,134029.13139355
2026-01-15 05:30:00+00:00,0.230571,0.231494,0.230571,0.231335,198607.62241603
2026-01-15 05:45:00+00:00,0.231419,0.231712,0.231202,0.231202,52670.55318475
2026-01-15 06:00:00+00:00,0.231171,0.231639,0.230947,0.231007,79489.43967369
2026-01-15 06:15:00+00:00,0.23101,0.231446,0.230566,0.230592,770127.19816775
2026-01-15 06:30:00+00:00,0.230592,0.230684,0.229617,0.229687,1379735.33357677
2026-01-15 06:45:00+00:00,0.229664,0.230455,0.229659,0.230009,536826.73370466
2026-01-15 07:00:00+00:00,0.23001,0.23063,0.229954,0.230388,243882.07827976
2026-01-15 07:15:00+00:00,0.23033,0.231008,0.230299,0.230895,333341.94853736
2026-01-15 07:30:00+00:00,0.230879,0.231785,0.230754,0.231534,336732.41568404
2026-01-15 07:45:00+00:00,0.23161,0.23185,0.231269,0.23185,152984.74703846
2026-01-15 08:00:00+00:00,0.23173,0.232161,0.231227,0.231429,152686.65068175
2026-01-15 08:15:00+00:00,0.231596,0.231596,0.2303,0.230369,228217.84201818
2026-01-15 08:30:00+00:00,0.230366,0.230567,0.230217,0.230391,67604.94024376
2026-01-15 08:45:00+00:00,0.230406,0.231041,0.23039,0.231033,57091.35110453
2026-01-15 09:00:00+00:00,0.230888,0.230986,0.230077,0.230101,743854.36798572
2026-01-15 09:15:00+00:00,0.230001,0.231134,0.230001,0.230923,628029.84983658
2026-01-15 09:30:00+00:00,0.231029,0.233087,0.230681,0.232907,980913.45620792
2026-01-15 09:45:00+00:00,0.232925,0.233002,0.232146,0.232146,225736.26649782
2026-01-15 10:00:00+00:00,0.232285,0.232365,0.231838,0.232116,143035.45614686
2026-01-15 10:15:00+00:00,0.232083,0.232247,0.231102,0.231268,172987.48856723
2026-01-15 10:30:00+00:00,0.231112,0.231696,0.231094,0.231616,80359.88200239
2026-01-15 10:45:00+00:00,0.231634,0.231952,0.231569,0.231825,76943.49881952
2026-01-15 11:00:00+00:00,0.23177,0.232342,0.231514,0.232276,121128.38373521
2026-01-15 11:15:00+00:00,0.232291,0.232318,0.231836,0.232084,99228.4295987
2026-01-15 11:30:00+00:00,0.232128,0.232245,0.231018,0.231106,113615.70437127
2026-01-15 11:45:00+00:00,0.231176,0.231361,0.230963,0.231231,152588.35454902
2026-01-15 12:00:00+00:00,0.231136,0.232016,0.231085,0.231723,179560.79833003
2026-01-15 12:15:00+00:00,0.231738,0.231766,0.230797,0.231053,68826.98673636
2026-01-15 12:30:00+00:00,0.231027,0.231655,0.230928,0.23148,80910.60260596
2026-01-15 12:45:00+00:00,0.23148,0.232191,0.23148,0.232055,127296.28510386
2026-01-15 13:00:00+00:00,0.232052,0.232221,0.2317,0.231836,571107.27146338
2026-01-15 13:15:00+00:00,0.231918,0.232573,0.231812,0.232346,126688.1108005
2026-01-15 13:30:00+00:00,0.232277,0.232668,0.231031,0.232643,370937.07103338
2026-01-15 13:45:00+00:00,0.232697,0.234397,0.232378,0.232812,1667605.81176839
2026-01-15 14:00:00+00:00,0.232803,0.2346,0.232694,0.233924,2497218.51443388
2026-01-15 14:15:00+00:00,0.233914,0.233948,0.232442,0.232572,379598.93371574
2026-01-15 14:30:00+00:00,0.232534,0.233206,0.230137,0.230196,818608.75960053
2026-01-15 14:45:00+00:00,0.230236,0.23205,0.229597,0.230491,1035821.20496188
2026-01-15 15:00:00+00:00,0.23057,0.231664,0.229976,0.230757,482766.22035071
2026-01-15 15:15:00+00:00,0.230858,0.231984,0.229439,0.229607,1081040.40871672
2026-01-15 15:30:00+00:00,0.229464,0.230327,0.228366,0.22901,1353949.83220849
2026-01-15 15:45:00+00:00,0.229151,0.23073,0.226649,0.23073,1609154.28276364
2026-01-15 16:00:00+00:00,0.230638,0.231147,0.229029,0.229605,377838.63379235
2026-01-15 16:15:00+00:00,0.229641,0.230724,0.22948,0.229665,173030.69983646
2026-01-15 16:30:00+00:00,0.229718,0.23165,0.229451,0.231109,287107.41201332
2026-01-15 16:45:00+00:00,0.23102,0.231649,0.230737,0.231418,156445.05859982
2026-01-15 17:00:00+00:00,0.231337,0.231818,0.230071,0.230145,409484.92153403
2026-01-15 17:15:00+00:00,0.230145,0.230574,0.229678,0.230268,516546.91782112
