timestamp,open,high,low,close,volume
2025-11-21 00:00:00+00:00,0.235801,0.237022,0.234506,0.23505,1032626.4573562801
2025-11-21 04:00:00+00:00,0.235024,0.236948,0.22551,0.228128,15066458.33140496
2025-11-21 08:00:00+00:00,0.22802,0.231786,0.221293,0.221815,9304854.16969536
2025-11-21 12:00:00+00:00,0.221852,0.232166,0.216643,0.227016,21816169.73091165
2025-11-21 16:00:00+00:00,0.227034,0.235505,0.224287,0.230614,12270548.13254102
2025-11-21 20:00:00+00:00,0.230623,0.232302,0.225645,0.231781,8361749.21419995
2025-11-22 00:00:00+00:00,0.231706,0.233042,0.22923,0.231683,6858866.09820814
2025-11-22 04:00:00+00:00,0.23163,0.232524,0.227517,0.231718,4559725.1271337
2025-11-22 08:00:00+00:00,0.231625,0.2321,0.226185,0.230179,6178818.27165195
2025-11-22 12:00:00+00:00,0.230083,0.230242,0.225876,0.228106,4854079.94818699
2025-11-22 16:00:00+00:00,0.22817,0.230186,0.228,0.228593,4579033.2487773
2025-11-22 20:00:00+00:00,0.228611,0.2324,0.226599,0.230055,3595627.41039538
2025-11-23 00:00:00+00:00,0.23,0.23751,0.229096,0.2355,9843556.13916533
2025-11-23 04:00:00+00:00,0.23553,0.240426,0.235012,0.237104,7171747.1139779305
2025-11-23 08:00:00+00:00,0.237098,0.239228,0.235452,0.238744,3187224.78158873
2025-11-23 12:00:00+00:00,0.238757,0.24465,0.238595,0.243889,4641029.83142255
2025-11-23 16:00:00+00:00,0.243909,0.250694,0.242379,0.25019,9910671.8563175
2025-11-23 20:00:00+00:00,0.25029,0.253189,0.246226,0.247252,6490502.28027477
2025-11-24 00:00:00+00:00,0.247242,0.253816,0.242775,0.249982,11794283.2785904
2025-11-24 04:00:00+00:00,0.249899,0.250934,0.244644,0.246379,4463269.83430149
2025-11-24 08:00:00+00:00,0.246284,0.247159,0.241453,0.244365,5473818.97595545
2025-11-24 12:00:00+00:00,0.244353,0.250029,0.2413,0.245174,9079112.2527308
2025-11-24 16:00:00+00:00,0.245206,0.256859,0.243842,0.255711,18782148.30309231
