timestamp,open,high,low,close,volume
2025-12-28 21:45:00+00:00,0.218808,0.219088,0.218778,0.218952,122351.82270316
2025-12-28 22:00:00+00:00,0.218975,0.219115,0.218577,0.218976,130525.00153065
2025-12-28 22:15:00+00:00,0.219,0.219,0.218322,0.219,76327.86491317
2025-12-28 22:30:00+00:00,0.218981,0.218988,0.218321,0.218622,84509.23989513
2025-12-28 22:45:00+00:00,0.21864,0.220146,0.21864,0.220062,200527.09593557
2025-12-28 23:00:00+00:00,0.220061,0.22022,0.218808,0.218935,179110.94927526
2025-12-28 23:15:00+00:00,0.218919,0.21967,0.21876,0.21876,55775.16444571
2025-12-28 23:30:00+00:00,0.21872,0.219758,0.21868,0.219667,64880.13498478
2025-12-28 23:45:00+00:00,0.21964,0.220584,0.21964,0.22033,275151.65980857
2025-12-29 00:00:00+00:00,0.22031,0.220551,0.219681,0.22032,165841.83855304
2025-12-29 00:15:00+00:00,0.220334,0.22228,0.220039,0.222169,392898.66115279
2025-12-29 00:30:00+00:00,0.222343,0.223408,0.222147,0.2224,823084.94551844
2025-12-29 00:45:00+00:00,0.222361,0.22264,0.221398,0.221529,230937.97922494
2025-12-29 01:00:00+00:00,0.221562,0.221618,0.220337,0.220407,122424.91928885
2025-12-29 01:15:00+00:00,0.220374,0.220802,0.219923,0.220652,141982.81877181
2025-12-29 01:30:00+00:00,0.220601,0.223443,0.220307,0.222235,976283.20575483
2025-12-29 01:45:00+00:00,0.222288,0.222791,0.222093,0.222791,173207.56789765
2025-12-29 02:00:00+00:00,0.222882,0.22464,0.222583,0.223905,248701.42283637
2025-12-29 02:15:00+00:00,0.223841,0.224152,0.222255,0.22262,292613.6368101
2025-12-29 02:30:00+00:00,0.222699,0.223529,0.222699,0.223278,702861.38881508
2025-12-29 02:45:00+00:00,0.223344,0.223757,0.223124,0.223594,207955.46787363
2025-12-29 03:00:00+00:00,0.223594,0.224598,0.223012,0.224549,2557407.60769358
2025-12-29 03:15:00+00:00,0.224499,0.225442,0.224083,0.225389,3087229.20481691
2025-12-29 03:30:00+00:00,0.22539,0.22744,0.225259,0.226544,2052520.26852664
2025-12-29 03:45:00+00:00,0.226545,0.227073,0.226357,0.226398,717102.14075711
2025-12-29 04:00:00+00:00,0.226479,0.226577,0.225192,0.225753,415981.78842389
2025-12-29 04:15:00+00:00,0.225786,0.226412,0.225445,0.225749,217456.50667543
2025-12-29 04:30:00+00:00,0.225736,0.22671,0.225592,0.225957,164292.7604791
2025-12-29 04:45:00+00:00,0.226037,0.227071,0.225918,0.226837,1244718.72477982
2025-12-29 05:00:00+00:00,0.226888,0.227404,0.226598,0.227361,446535.82289734
2025-12-29 05:15:00+00:00,0.227337,0.227337,0.225984,0.226018,563606.69075795
2025-12-29 05:30:00+00:00,0.226079,0.226405,0.225786,0.226148,226724.87884686
2025-12-29 05:45:00+00:00,0.226148,0.226182,0.22526,0.225399,265945.64423632
2025-12-29 06:00:00+00:00,0.22539,0.226676,0.224961,0.226514,1415664.16897982
2025-12-29 06:15:00+00:00,0.226515,0.22715,0.226462,0.226463,240785.2277136
2025-12-29 06:30:00+00:00,0.22648,0.226545,0.225703,0.225785,195760.90181696
2025-12-29 06:45:00+00:00,0.225784,0.225895,0.224929,0.224948,204774.57209919
2025-12-29 07:00:00+00:00,0.224949,0.225456,0.224094,0.224565,271848.0323598
2025-12-29 07:15:00+00:00,0.224565,0.224664,0.223806,0.224491,222112.94588839
2025-12-29 07:30:00+00:00,0.22451,0.225402,0.22436,0.224512,206680.18242231
2025-12-29 07:45:00+00:00,0.224467,0.22517,0.224443,0.224665,55760.50838646
2025-12-29 08:00:00+00:00,0.224665,0.225425,0.224468,0.225102,65067.47276976
2025-12-29 08:15:00+00:00,0.225114,0.225657,0.224913,0.225385,334026.98327312
2025-12-29 08:30:00+00:00,0.22536,0.22536,0.224378,0.224469,164061.76069539
2025-12-29 08:45:00+00:00,0.224486,0.224891,0.223792,0.224147,99821.81897565
2025-12-29 09:00:00+00:00,0.224101,0.224352,0.223808,0.223812,70883.2483297
2025-12-29 09:15:00+00:00,0.223812,0.224028,0.223228,0.22338,124823.88651591
2025-12-29 09:30:00+00:00,0.223415,0.223416,0.220264,0.220284,409875.22962564
2025-12-29 09:45:00+00:00,0.220264,0.220835,0.219539,0.220445,194209.39934191
2025-12-29 10:00:00+00:00,0.220488,0.221832,0.220358,0.22158,49135.67400564
2025-12-29 10:15:00+00:00,0.221475,0.221507,0.221004,0.221334,215027.17049875
2025-12-29 10:30:00+00:00,0.221363,0.221547,0.22104,0.221166,139497.37857548
2025-12-29 10:45:00+00:00,0.221225,0.22133,0.22075,0.220875,433435.73106753
2025-12-29 11:00:00+00:00,0.22085,0.221275,0.22055,0.22109,307960.68907983
2025-12-29 11:15:00+00:00,0.22109,0.221417,0.220925,0.220925,212958.62705039
2025-12-29 11:30:00+00:00,0.2209,0.221074,0.220575,0.220738,211855.72624572
2025-12-29 11:45:00+00:00,0.220725,0.220725,0.22026,0.22026,171054.05323032
2025-12-29 12:00:00+00:00,0.220266,0.220325,0.217258,0.217258,423610.80165531
2025-12-29 12:15:00+00:00,0.217294,0.219336,0.217073,0.218831,242493.28800291
2025-12-29 12:30:00+00:00,0.21882,0.219481,0.218723,0.219043,169914.48489335
2025-12-29 12:45:00+00:00,0.219072,0.219401,0.218799,0.219279,49662.45187306
2025-12-29 13:00:00+00:00,0.219156,0.219817,0.218703,0.218808,293484.0815465
